"symbol","date","openTime","open","high","low","close","volume"
,"03 01 2018","00:32:00","0.05841400","0.05852200","0.05840600","0.05847900","244.38100000"
,"03 01 2018","00:33:00","0.05847900","0.05870100","0.05847900","0.05850100","273.45400000"
,"03 01 2018","00:34:00","0.05850000","0.05863500","0.05847000","0.05857100","146.22000000"
,"03 01 2018","00:35:00","0.05863500","0.05870000","0.05855000","0.05867000","361.45400000"
,"03 01 2018","00:36:00","0.05867000","0.05881900","0.05867000","0.05878200","360.96700000"
,"03 01 2018","00:37:00","0.05878700","0.05890100","0.05871300","0.05878700","348.22100000"
,"03 01 2018","00:38:00","0.05878700","0.05899200","0.05876500","0.05883400","295.59600000"
,"03 01 2018","00:39:00","0.05881500","0.05914000","0.05881400","0.05901700","309.94800000"
,"03 01 2018","00:40:00","0.05901900","0.05919700","0.05901100","0.05915900","363.00300000"
,"03 01 2018","00:41:00","0.05915500","0.05928900","0.05914500","0.05924100","377.02100000"
,"03 01 2018","00:42:00","0.05924400","0.05940000","0.05924100","0.05936300","299.15500000"
,"03 01 2018","00:43:00","0.05938000","0.05950000","0.05929500","0.05943500","428.92400000"
,"03 01 2018","00:44:00","0.05943600","0.05990000","0.05937600","0.05947800","399.92900000"
,"03 01 2018","00:45:00","0.05951700","0.05960000","0.05946200","0.05950600","323.84400000"
,"03 01 2018","00:46:00","0.05950600","0.05957400","0.05944600","0.05951100","329.92100000"
,"03 01 2018","00:47:00","0.05951100","0.05960300","0.05950900","0.05952000","321.48000000"
,"03 01 2018","00:48:00","0.05957100","0.05966500","0.05945300","0.05954200","196.37000000"
,"03 01 2018","00:49:00","0.05955100","0.05961000","0.05919800","0.05926600","385.02800000"
,"03 01 2018","00:50:00","0.05926600","0.05947900","0.05919900","0.05935000","248.99100000"
,"03 01 2018","00:51:00","0.05934900","0.05946400","0.05934100","0.05941300","258.51400000"
,"03 01 2018","00:52:00","0.05941300","0.05960200","0.05921200","0.05950000","494.54400000"
,"03 01 2018","00:53:00","0.05950000","0.05960900","0.05949300","0.05959900","217.58800000"
,"03 01 2018","00:54:00","0.05959800","0.05960500","0.05950600","0.05954700","223.34400000"
,"03 01 2018","00:55:00","0.05950900","0.05960200","0.05950600","0.05951100","186.61300000"
,"03 01 2018","00:56:00","0.05951200","0.05959700","0.05949400","0.05951300","334.74800000"
,"03 01 2018","00:57:00","0.05951300","0.05956500","0.05945600","0.05945900","220.90200000"
,"03 01 2018","00:58:00","0.05945900","0.05954200","0.05923300","0.05943200","242.51400000"
,"03 01 2018","00:59:00","0.05937500","0.05943000","0.05929200","0.05931800","198.53700000"
,"03 01 2018","01:00:00","0.05930200","0.05937500","0.05919800","0.05935300","215.96300000"
,"03 01 2018","01:01:00","0.05935300","0.05935800","0.05929200","0.05929400","228.51800000"
,"03 01 2018","01:02:00","0.05933900","0.05935400","0.05924100","0.05934600","202.07000000"
,"03 01 2018","01:03:00","0.05934600","0.05940200","0.05922000","0.05940100","236.68100000"
,"03 01 2018","01:04:00","0.05940100","0.05950000","0.05930000","0.05946700","242.06700000"
,"03 01 2018","01:05:00","0.05946800","0.05949900","0.05939200","0.05941800","208.90100000"
,"03 01 2018","01:06:00","0.05941800","0.05950000","0.05941800","0.05943800","243.24100000"
,"03 01 2018","01:07:00","0.05943800","0.05949700","0.05936100","0.05937000","138.71400000"
,"03 01 2018","01:08:00","0.05938400","0.05949800","0.05935900","0.05941000","140.98400000"
,"03 01 2018","01:09:00","0.05941100","0.05957300","0.05941100","0.05951900","309.59000000"
,"03 01 2018","01:10:00","0.05951900","0.05957200","0.05942900","0.05943900","270.91800000"
,"03 01 2018","01:11:00","0.05944000","0.05950100","0.05939900","0.05943900","383.50900000"
,"03 01 2018","01:12:00","0.05947700","0.05948900","0.05924100","0.05930100","286.70400000"
,"03 01 2018","01:13:00","0.05930100","0.05946100","0.05930000","0.05937300","427.47800000"
,"03 01 2018","01:14:00","0.05938500","0.05943300","0.05930000","0.05938000","377.16400000"
,"03 01 2018","01:15:00","0.05938000","0.05944400","0.05937600","0.05944300","169.37200000"
,"03 01 2018","01:16:00","0.05944300","0.05954000","0.05944300","0.05953400","190.79700000"
,"03 01 2018","01:17:00","0.05953400","0.05962800","0.05953400","0.05959600","350.27200000"
,"03 01 2018","01:18:00","0.05961500","0.05967300","0.05955500","0.05955600","411.28800000"
,"03 01 2018","01:19:00","0.05955600","0.05967200","0.05949100","0.05956200","331.88800000"
,"03 01 2018","01:20:00","0.05955900","0.05966000","0.05955500","0.05960500","212.58000000"
,"03 01 2018","01:21:00","0.05960500","0.05960900","0.05944300","0.05944300","183.98300000"
,"03 01 2018","01:22:00","0.05944400","0.05951800","0.05921000","0.05921000","402.90200000"
,"03 01 2018","01:23:00","0.05921000","0.05937000","0.05887500","0.05894100","505.81400000"
,"03 01 2018","01:24:00","0.05887500","0.05900000","0.05858600","0.05883100","306.48300000"
,"03 01 2018","01:25:00","0.05883100","0.05883600","0.05864200","0.05880400","303.92600000"
,"03 01 2018","01:26:00","0.05874500","0.05913300","0.05874500","0.05904900","327.60800000"
,"03 01 2018","01:27:00","0.05903000","0.05927800","0.05900000","0.05913300","233.96300000"
,"03 01 2018","01:28:00","0.05912600","0.05925500","0.05910000","0.05915700","256.06500000"
,"03 01 2018","01:29:00","0.05910000","0.05916300","0.05910000","0.05910200","167.65900000"
,"03 01 2018","01:30:00","0.05910300","0.05915000","0.05891000","0.05891400","332.07900000"
,"03 01 2018","01:31:00","0.05891400","0.05902200","0.05891400","0.05892300","348.46400000"
,"03 01 2018","01:32:00","0.05892300","0.05906400","0.05891900","0.05897100","326.48000000"
,"03 01 2018","01:33:00","0.05900100","0.05914200","0.05896700","0.05900400","316.04400000"
,"03 01 2018","01:34:00","0.05900400","0.05909400","0.05891900","0.05900000","254.04500000"
,"03 01 2018","01:35:00","0.05900000","0.05905300","0.05890600","0.05901900","277.72400000"
,"03 01 2018","01:36:00","0.05896800","0.05912000","0.05896800","0.05912000","283.58300000"
,"03 01 2018","01:37:00","0.05911400","0.05929900","0.05906000","0.05913100","353.72500000"
,"03 01 2018","01:38:00","0.05913200","0.05930900","0.05912200","0.05919400","365.47200000"
,"03 01 2018","01:39:00","0.05919400","0.05926600","0.05912500","0.05914100","298.24700000"
,"03 01 2018","01:40:00","0.05914100","0.05920500","0.05912200","0.05912200","295.85900000"
,"03 01 2018","01:41:00","0.05913100","0.05917900","0.05907100","0.05907600","414.23300000"
,"03 01 2018","01:42:00","0.05907600","0.05913200","0.05906500","0.05906500","558.00900000"
,"03 01 2018","01:43:00","0.05906600","0.05912800","0.05905400","0.05905400","358.51500000"
,"03 01 2018","01:44:00","0.05905400","0.05907000","0.05891200","0.05899800","341.49800000"
,"03 01 2018","01:45:00","0.05896600","0.05900700","0.05872000","0.05879600","367.81300000"
,"03 01 2018","01:46:00","0.05872100","0.05879600","0.05850100","0.05857400","362.85600000"
,"03 01 2018","01:47:00","0.05857400","0.05867800","0.05842300","0.05849500","368.78800000"
,"03 01 2018","01:48:00","0.05850300","0.05858700","0.05841300","0.05852200","477.62200000"
,"03 01 2018","01:49:00","0.05852100","0.05852100","0.05840700","0.05841100","260.79600000"
,"03 01 2018","01:50:00","0.05841100","0.05850000","0.05839100","0.05840300","363.10700000"
,"03 01 2018","01:51:00","0.05845800","0.05849000","0.05831400","0.05843300","357.39100000"
,"03 01 2018","01:52:00","0.05843100","0.05845000","0.05828100","0.05833600","399.80000000"
,"03 01 2018","01:53:00","0.05841000","0.05841100","0.05809200","0.05819500","562.50600000"
,"03 01 2018","01:54:00","0.05822800","0.05832600","0.05817200","0.05821200","290.71800000"
,"03 01 2018","01:55:00","0.05821400","0.05834300","0.05819900","0.05821700","278.36800000"
,"03 01 2018","01:56:00","0.05829800","0.05834300","0.05816400","0.05818400","357.28700000"
,"03 01 2018","01:57:00","0.05816400","0.05828400","0.05815300","0.05818500","415.12600000"
,"03 01 2018","01:58:00","0.05822000","0.05830000","0.05814600","0.05826800","404.94600000"
,"03 01 2018","01:59:00","0.05828400","0.05836100","0.05824800","0.05833900","224.57900000"
,"03 01 2018","02:00:00","0.05831000","0.05851900","0.05831000","0.05849600","363.20600000"
,"03 01 2018","02:01:00","0.05849600","0.05867200","0.05842400","0.05857100","462.43400000"
,"03 01 2018","02:02:00","0.05857100","0.05867900","0.05853200","0.05855500","343.50500000"
,"03 01 2018","02:03:00","0.05853500","0.05867900","0.05853300","0.05853900","438.39000000"
,"03 01 2018","02:04:00","0.05856500","0.05862700","0.05847100","0.05854700","417.97500000"
,"03 01 2018","02:05:00","0.05854700","0.05860400","0.05845700","0.05850000","407.03000000"
,"03 01 2018","02:06:00","0.05851500","0.05859900","0.05841200","0.05853900","393.29400000"
,"03 01 2018","02:07:00","0.05853900","0.05864600","0.05853900","0.05856100","407.59100000"
,"03 01 2018","02:08:00","0.05856100","0.05868000","0.05854000","0.05858500","310.48100000"
,"03 01 2018","02:09:00","0.05858500","0.05867500","0.05858500","0.05866400","210.09600000"
,"03 01 2018","02:10:00","0.05861100","0.05867500","0.05861100","0.05861700","290.30200000"
,"03 01 2018","02:11:00","0.05861700","0.05869500","0.05861200","0.05861300","280.81200000"
,"03 01 2018","02:12:00","0.05863200","0.05879500","0.05863200","0.05868800","356.37200000"
,"03 01 2018","02:13:00","0.05868800","0.05875200","0.05862200","0.05869200","377.24600000"
,"03 01 2018","02:14:00","0.05867600","0.05869200","0.05860300","0.05861000","261.40200000"
,"03 01 2018","02:15:00","0.05865600","0.05868100","0.05860000","0.05864600","157.33500000"
,"03 01 2018","02:16:00","0.05865700","0.05865700","0.05856800","0.05856800","188.02300000"
,"03 01 2018","02:17:00","0.05857500","0.05860000","0.05838800","0.05852000","265.99900000"
,"03 01 2018","02:18:00","0.05851900","0.05855300","0.05836900","0.05846700","247.01900000"
,"03 01 2018","02:19:00","0.05840900","0.05846700","0.05835500","0.05845100","290.70200000"
,"03 01 2018","02:20:00","0.05835700","0.05844900","0.05828400","0.05840100","314.70300000"
,"03 01 2018","02:21:00","0.05834500","0.05840200","0.05813600","0.05826400","353.85100000"
,"03 01 2018","02:22:00","0.05826400","0.05840300","0.05813700","0.05834100","407.38200000"
,"03 01 2018","02:23:00","0.05834100","0.05843100","0.05829500","0.05833600","342.02100000"
,"03 01 2018","02:24:00","0.05833700","0.05841400","0.05810100","0.05827000","357.48700000"
,"03 01 2018","02:25:00","0.05830100","0.05833200","0.05817300","0.05817400","226.28400000"
,"03 01 2018","02:26:00","0.05813700","0.05830000","0.05810100","0.05818100","321.15500000"
,"03 01 2018","02:27:00","0.05820700","0.05834200","0.05813000","0.05823800","249.11000000"
,"03 01 2018","02:28:00","0.05824000","0.05830000","0.05814200","0.05814200","216.86400000"
,"03 01 2018","02:29:00","0.05819900","0.05822100","0.05813200","0.05819700","212.24700000"
,"03 01 2018","02:30:00","0.05819700","0.05825500","0.05810700","0.05817600","346.87500000"
,"03 01 2018","02:31:00","0.05817500","0.05817600","0.05804500","0.05814600","369.58600000"
,"03 01 2018","02:32:00","0.05814700","0.05820400","0.05804700","0.05815000","393.96500000"
,"03 01 2018","02:33:00","0.05809500","0.05820000","0.05801300","0.05811800","333.12600000"
,"03 01 2018","02:34:00","0.05809200","0.05813400","0.05800300","0.05811700","336.32300000"
,"03 01 2018","02:35:00","0.05811000","0.05811800","0.05788100","0.05799800","336.16600000"
,"03 01 2018","02:36:00","0.05800100","0.05806300","0.05782000","0.05793200","385.35400000"
,"03 01 2018","02:37:00","0.05793200","0.05808500","0.05792100","0.05799000","258.09200000"
,"03 01 2018","02:38:00","0.05799000","0.05809700","0.05798400","0.05801300","395.80500000"
,"03 01 2018","02:39:00","0.05801200","0.05815200","0.05799300","0.05801100","391.31500000"
,"03 01 2018","02:40:00","0.05801100","0.05805700","0.05794300","0.05797700","367.39500000"
,"03 01 2018","02:41:00","0.05797600","0.05805400","0.05785000","0.05796300","317.06500000"
,"03 01 2018","02:42:00","0.05796200","0.05815800","0.05790000","0.05799300","348.05300000"
,"03 01 2018","02:43:00","0.05799200","0.05799200","0.05767400","0.05768500","445.51200000"
,"03 01 2018","02:44:00","0.05780000","0.05780300","0.05740000","0.05746400","572.76300000"
,"03 01 2018","02:45:00","0.05746400","0.05758100","0.05716000","0.05734400","535.73600000"
,"03 01 2018","02:46:00","0.05734400","0.05745500","0.05728800","0.05739600","508.54500000"
,"03 01 2018","02:47:00","0.05739600","0.05744900","0.05712200","0.05712200","412.35100000"
,"03 01 2018","02:48:00","0.05713600","0.05719400","0.05703000","0.05709200","304.99300000"
,"03 01 2018","02:49:00","0.05709200","0.05710500","0.05691500","0.05704500","513.88300000"
,"03 01 2018","02:50:00","0.05698500","0.05710700","0.05697000","0.05702100","364.10900000"
,"03 01 2018","02:51:00","0.05702100","0.05716400","0.05697000","0.05710100","364.84000000"
,"03 01 2018","02:52:00","0.05714100","0.05726100","0.05701100","0.05705100","320.62100000"
,"03 01 2018","02:53:00","0.05705100","0.05716400","0.05697300","0.05697500","321.40000000"
,"03 01 2018","02:54:00","0.05697600","0.05710000","0.05696900","0.05699800","235.50000000"
,"03 01 2018","02:55:00","0.05698900","0.05704200","0.05680000","0.05702400","267.73300000"
,"03 01 2018","02:56:00","0.05702400","0.05702400","0.05692600","0.05692700","302.76700000"
,"03 01 2018","02:57:00","0.05692700","0.05700300","0.05680000","0.05695800","303.61700000"
,"03 01 2018","02:58:00","0.05695900","0.05719000","0.05685700","0.05716200","322.97700000"
,"03 01 2018","02:59:00","0.05716300","0.05726700","0.05706300","0.05717000","265.80900000"
,"03 01 2018","03:00:00","0.05718800","0.05726600","0.05710900","0.05721400","292.14000000"
,"03 01 2018","03:01:00","0.05721400","0.05726600","0.05716100","0.05719200","355.54000000"
,"03 01 2018","03:02:00","0.05724600","0.05727700","0.05713000","0.05718900","274.73900000"
,"03 01 2018","03:03:00","0.05718900","0.05724400","0.05711000","0.05722000","300.93500000"
,"03 01 2018","03:04:00","0.05721400","0.05724400","0.05714000","0.05720100","304.70300000"
,"03 01 2018","03:05:00","0.05720100","0.05723400","0.05714000","0.05720200","186.43000000"
,"03 01 2018","03:06:00","0.05722700","0.05735800","0.05716500","0.05729800","458.48900000"
,"03 01 2018","03:07:00","0.05729300","0.05735400","0.05722700","0.05731000","238.83300000"
,"03 01 2018","03:08:00","0.05724700","0.05731300","0.05724600","0.05731300","150.87100000"
,"03 01 2018","03:09:00","0.05731300","0.05735800","0.05726300","0.05728600","233.45100000"
,"03 01 2018","03:10:00","0.05728600","0.05734100","0.05720000","0.05724500","274.39800000"
,"03 01 2018","03:11:00","0.05724500","0.05725600","0.05710100","0.05710100","315.23100000"
,"03 01 2018","03:12:00","0.05710100","0.05725800","0.05710000","0.05716200","256.45800000"
,"03 01 2018","03:13:00","0.05716200","0.05720000","0.05700000","0.05700800","261.89800000"
,"03 01 2018","03:14:00","0.05700900","0.05711300","0.05682900","0.05699700","418.33700000"
,"03 01 2018","03:15:00","0.05699700","0.05712800","0.05692800","0.05700900","494.09600000"
,"03 01 2018","03:16:00","0.05701100","0.05714800","0.05683700","0.05693300","513.33900000"
,"03 01 2018","03:17:00","0.05693300","0.05702600","0.05683700","0.05695200","301.03000000"
,"03 01 2018","03:18:00","0.05698900","0.05706600","0.05682000","0.05688800","405.61200000"
,"03 01 2018","03:19:00","0.05688800","0.05700000","0.05680000","0.05689100","367.21000000"
,"03 01 2018","03:20:00","0.05689100","0.05702000","0.05664800","0.05676700","503.31400000"
,"03 01 2018","03:21:00","0.05668700","0.05698300","0.05658100","0.05667000","460.86500000"
,"03 01 2018","03:22:00","0.05658900","0.05677700","0.05657300","0.05664300","563.49700000"
,"03 01 2018","03:23:00","0.05661500","0.05692500","0.05660500","0.05670000","275.91000000"
,"03 01 2018","03:24:00","0.05670000","0.05678300","0.05660000","0.05663000","341.82400000"
,"03 01 2018","03:25:00","0.05663000","0.05670100","0.05644900","0.05670000","662.80300000"
,"03 01 2018","03:26:00","0.05659900","0.05673900","0.05659900","0.05661100","331.34000000"
,"03 01 2018","03:27:00","0.05668000","0.05668600","0.05650700","0.05663000","237.77700000"
,"03 01 2018","03:28:00","0.05662900","0.05673200","0.05653300","0.05673200","263.62200000"
,"03 01 2018","03:29:00","0.05675100","0.05698300","0.05655000","0.05677200","291.77900000"
,"03 01 2018","03:30:00","0.05673800","0.05691000","0.05673800","0.05690000","309.20600000"
,"03 01 2018","03:31:00","0.05690000","0.05698200","0.05675900","0.05685000","348.87100000"
,"03 01 2018","03:32:00","0.05685000","0.05704000","0.05680000","0.05702100","267.54600000"
,"03 01 2018","03:33:00","0.05702100","0.05714900","0.05700000","0.05707300","329.12700000"
,"03 01 2018","03:34:00","0.05707300","0.05720000","0.05700000","0.05705900","260.04300000"
,"03 01 2018","03:35:00","0.05705900","0.05722000","0.05705900","0.05711600","292.67700000"
,"03 01 2018","03:36:00","0.05708100","0.05721700","0.05708100","0.05714100","361.25600000"
,"03 01 2018","03:37:00","0.05714200","0.05721800","0.05708100","0.05718800","272.89800000"
,"03 01 2018","03:38:00","0.05719200","0.05731800","0.05713200","0.05723500","333.46600000"
,"03 01 2018","03:39:00","0.05729300","0.05733400","0.05722100","0.05731400","411.13000000"
,"03 01 2018","03:40:00","0.05731400","0.05745300","0.05725600","0.05738000","341.74200000"
,"03 01 2018","03:41:00","0.05745300","0.05755700","0.05735700","0.05752100","347.83200000"
,"03 01 2018","03:42:00","0.05751300","0.05752700","0.05736200","0.05742900","384.80300000"
,"03 01 2018","03:43:00","0.05742900","0.05745700","0.05730700","0.05737800","228.38000000"
,"03 01 2018","03:44:00","0.05732600","0.05740300","0.05713200","0.05717200","250.65800000"
,"03 01 2018","03:45:00","0.05717200","0.05727800","0.05713200","0.05725700","250.23100000"
,"03 01 2018","03:46:00","0.05725400","0.05729900","0.05720100","0.05726300","176.45200000"
,"03 01 2018","03:47:00","0.05726300","0.05737900","0.05723100","0.05731700","349.41200000"
,"03 01 2018","03:48:00","0.05731700","0.05745800","0.05730100","0.05745600","305.64100000"
,"03 01 2018","03:49:00","0.05743400","0.05757400","0.05737800","0.05745700","249.00400000"
,"03 01 2018","03:50:00","0.05745700","0.05761500","0.05745500","0.05752300","252.04500000"
,"03 01 2018","03:51:00","0.05755000","0.05761500","0.05746000","0.05747200","424.24800000"
,"03 01 2018","03:52:00","0.05748100","0.05764800","0.05746000","0.05755200","285.92400000"
,"03 01 2018","03:53:00","0.05755200","0.05760700","0.05744300","0.05756500","372.06600000"
,"03 01 2018","03:54:00","0.05756500","0.05759900","0.05742400","0.05755500","408.96800000"
,"03 01 2018","03:55:00","0.05755500","0.05755500","0.05743500","0.05745600","234.81100000"
,"03 01 2018","03:56:00","0.05755200","0.05759400","0.05739200","0.05751000","393.46800000"
,"03 01 2018","03:57:00","0.05759300","0.05760300","0.05741700","0.05757200","274.91200000"
,"03 01 2018","03:58:00","0.05756900","0.05771700","0.05750000","0.05766000","297.68900000"
,"03 01 2018","03:59:00","0.05766000","0.05770600","0.05759000","0.05769600","216.02900000"
,"03 01 2018","04:00:00","0.05769600","0.05776900","0.05769600","0.05770100","248.80900000"
,"03 01 2018","04:01:00","0.05770000","0.05770000","0.05755900","0.05756200","234.51000000"
,"03 01 2018","04:02:00","0.05759800","0.05765900","0.05744300","0.05750700","326.44300000"
,"03 01 2018","04:03:00","0.05750700","0.05762300","0.05742300","0.05751600","188.94600000"
,"03 01 2018","04:04:00","0.05751600","0.05756300","0.05745800","0.05754700","216.40400000"
,"03 01 2018","04:05:00","0.05754700","0.05767500","0.05754700","0.05757200","184.70800000"
,"03 01 2018","04:06:00","0.05759700","0.05769100","0.05756200","0.05761200","240.72200000"
,"03 01 2018","04:07:00","0.05761200","0.05774400","0.05761200","0.05770000","300.51100000"
,"03 01 2018","04:08:00","0.05770000","0.05787100","0.05765700","0.05776600","352.46500000"
,"03 01 2018","04:09:00","0.05781900","0.05790000","0.05771200","0.05775800","203.64600000"
,"03 01 2018","04:10:00","0.05781100","0.05787100","0.05771300","0.05785200","343.07900000"
,"03 01 2018","04:11:00","0.05785200","0.05785500","0.05767500","0.05775500","210.04500000"
,"03 01 2018","04:12:00","0.05775500","0.05787000","0.05768000","0.05776200","244.79500000"
,"03 01 2018","04:13:00","0.05776200","0.05778500","0.05769300","0.05772400","322.90100000"
,"03 01 2018","04:14:00","0.05772400","0.05777900","0.05772100","0.05772600","201.61500000"
,"03 01 2018","04:15:00","0.05772600","0.05778500","0.05772300","0.05773800","397.06100000"
,"03 01 2018","04:16:00","0.05773800","0.05780600","0.05772300","0.05772900","292.88300000"
,"03 01 2018","04:17:00","0.05774900","0.05777500","0.05765300","0.05777200","398.85600000"
,"03 01 2018","04:18:00","0.05770000","0.05777900","0.05766200","0.05776100","261.04700000"
,"03 01 2018","04:19:00","0.05776200","0.05777900","0.05768900","0.05769400","206.54700000"
,"03 01 2018","04:20:00","0.05769400","0.05775700","0.05760000","0.05770500","371.08100000"
,"03 01 2018","04:21:00","0.05767200","0.05778700","0.05758200","0.05771700","546.62400000"
,"03 01 2018","04:22:00","0.05767400","0.05778400","0.05736100","0.05754300","441.54000000"
,"03 01 2018","04:23:00","0.05754000","0.05755400","0.05726700","0.05738800","497.90300000"
,"03 01 2018","04:24:00","0.05748800","0.05751500","0.05713100","0.05747500","497.05300000"
,"03 01 2018","04:25:00","0.05746400","0.05755400","0.05737600","0.05750100","289.74900000"
,"03 01 2018","04:26:00","0.05750100","0.05751600","0.05740000","0.05749300","281.77400000"
,"03 01 2018","04:27:00","0.05749300","0.05749400","0.05737600","0.05738600","219.45100000"
,"03 01 2018","04:28:00","0.05738900","0.05753700","0.05726700","0.05728400","397.20000000"
,"03 01 2018","04:29:00","0.05739500","0.05752000","0.05726500","0.05730000","462.70100000"
,"03 01 2018","04:30:00","0.05738200","0.05741200","0.05730000","0.05730300","281.83100000"
,"03 01 2018","04:31:00","0.05730800","0.05737100","0.05725000","0.05735000","315.55100000"
,"03 01 2018","04:32:00","0.05735000","0.05745600","0.05729800","0.05731400","371.85400000"
,"03 01 2018","04:33:00","0.05733700","0.05743800","0.05730000","0.05736100","266.16700000"
,"03 01 2018","04:34:00","0.05736100","0.05743000","0.05730200","0.05741100","238.61100000"
,"03 01 2018","04:35:00","0.05741100","0.05745200","0.05735600","0.05738100","227.43900000"
,"03 01 2018","04:36:00","0.05738100","0.05743700","0.05724300","0.05730400","300.09800000"
,"03 01 2018","04:37:00","0.05730400","0.05736100","0.05724700","0.05735600","188.25800000"
,"03 01 2018","04:38:00","0.05730300","0.05736100","0.05728900","0.05730200","231.94000000"
,"03 01 2018","04:39:00","0.05730200","0.05735900","0.05724600","0.05732000","188.75200000"
,"03 01 2018","04:40:00","0.05733700","0.05733700","0.05720100","0.05720500","197.35100000"
,"03 01 2018","04:41:00","0.05720500","0.05728000","0.05708300","0.05723300","271.50100000"
,"03 01 2018","04:42:00","0.05723300","0.05728000","0.05710100","0.05723700","206.87100000"
,"03 01 2018","04:43:00","0.05716700","0.05723600","0.05712800","0.05715000","198.23300000"
,"03 01 2018","04:44:00","0.05715200","0.05727400","0.05710000","0.05717600","308.15500000"
,"03 01 2018","04:45:00","0.05717600","0.05727400","0.05711300","0.05716700","317.36200000"
,"03 01 2018","04:46:00","0.05716800","0.05727400","0.05716600","0.05716900","213.00800000"
,"03 01 2018","04:47:00","0.05716900","0.05725900","0.05710700","0.05710900","277.76200000"
,"03 01 2018","04:48:00","0.05710900","0.05725300","0.05710100","0.05710100","237.46100000"
,"03 01 2018","04:49:00","0.05710100","0.05717000","0.05707000","0.05708400","208.41500000"
,"03 01 2018","04:50:00","0.05711300","0.05713800","0.05705200","0.05709800","248.36800000"
,"03 01 2018","04:51:00","0.05709800","0.05715500","0.05704700","0.05710800","258.15400000"
,"03 01 2018","04:52:00","0.05710800","0.05715600","0.05700100","0.05705200","417.24800000"
,"03 01 2018","04:53:00","0.05705400","0.05715700","0.05705300","0.05715200","184.55700000"
,"03 01 2018","04:54:00","0.05715300","0.05715700","0.05701000","0.05702900","330.10900000"
,"03 01 2018","04:55:00","0.05702900","0.05715800","0.05688100","0.05713800","445.13300000"
,"03 01 2018","04:56:00","0.05713800","0.05718500","0.05700000","0.05718100","337.75600000"
,"03 01 2018","04:57:00","0.05718100","0.05750000","0.05710500","0.05732000","590.56400000"
,"03 01 2018","04:58:00","0.05731500","0.05750000","0.05728400","0.05732800","277.33300000"
,"03 01 2018","04:59:00","0.05732200","0.05749900","0.05731800","0.05747600","397.83400000"
,"03 01 2018","05:00:00","0.05747600","0.05755000","0.05742700","0.05754700","303.46900000"
,"03 01 2018","05:01:00","0.05750400","0.05768700","0.05748600","0.05767900","310.51800000"
,"03 01 2018","05:02:00","0.05767700","0.05796600","0.05759300","0.05778700","447.14300000"
