"symbol","date","openTime","open","high","low","close","volume"
,"12 09 2017","01:00:00","0.07060000","0.07278400","0.06800000","0.07060000","14505.75300000"
,"13 09 2017","01:00:00","0.07076300","0.07149800","0.06735600","0.07146800","7572.94800000"
,"14 09 2017","01:00:00","0.07139800","0.07150900","0.06710100","0.06876500","11387.59600000"
,"15 09 2017","01:00:00","0.06804700","0.07100000","0.06500000","0.06951200","10770.27800000"
,"16 09 2017","01:00:00","0.06951900","0.07003600","0.06673900","0.06831500","8247.26300000"
,"17 09 2017","01:00:00","0.06837200","0.07048800","0.06723400","0.06984800","4193.77800000"
,"18 09 2017","01:00:00","0.06984800","0.07591300","0.06961500","0.07310000","5846.33200000"
,"19 09 2017","01:00:00","0.07304500","0.07352300","0.07180000","0.07252500","8900.48500000"
,"20 09 2017","01:00:00","0.07245400","0.07340000","0.07180000","0.07334500","16794.26200000"
,"21 09 2017","01:00:00","0.07334500","0.07379900","0.07056500","0.07141000","24583.89900000"
,"22 09 2017","01:00:00","0.07141000","0.07296400","0.07100000","0.07296400","24350.63500000"
,"23 09 2017","01:00:00","0.07287400","0.07569400","0.07196400","0.07555700","23028.20000000"
,"24 09 2017","01:00:00","0.07555600","0.07799800","0.07539800","0.07712300","28776.60600000"
,"25 09 2017","01:00:00","0.07718400","0.07730000","0.07452700","0.07517400","34549.32100000"
,"26 09 2017","01:00:00","0.07517300","0.07595000","0.07339200","0.07449100","35669.83100000"
,"27 09 2017","01:00:00","0.07449200","0.07473100","0.07197700","0.07344500","44263.08100000"
,"28 09 2017","01:00:00","0.07346500","0.07370000","0.07150900","0.07250900","52476.40200000"
,"29 09 2017","01:00:00","0.07250700","0.07259000","0.06901500","0.07091000","40578.60100000"
,"30 09 2017","01:00:00","0.07087800","0.07330000","0.06940100","0.07006200","37140.80600000"
,"01 10 2017","01:00:00","0.07018100","0.07148400","0.06810900","0.06910500","38693.37700000"
,"02 10 2017","01:00:00","0.06910400","0.06929900","0.06650000","0.06865800","40647.55500000"
,"03 10 2017","01:00:00","0.06829000","0.06902000","0.06680800","0.06801600","37219.45700000"
,"04 10 2017","01:00:00","0.06775000","0.07063300","0.06747700","0.06924900","34536.24700000"
,"05 10 2017","01:00:00","0.06914700","0.07022300","0.06766600","0.06850900","27871.84900000"
,"06 10 2017","01:00:00","0.06850900","0.07106200","0.06797600","0.07098600","31667.56400000"
,"07 10 2017","01:00:00","0.07077900","0.07223900","0.06973300","0.07036500","28812.37000000"
,"08 10 2017","01:00:00","0.07026200","0.07062000","0.06655400","0.06705300","35998.51600000"
,"09 10 2017","01:00:00","0.06696400","0.06745700","0.05851600","0.06215000","46465.45000000"
,"10 10 2017","01:00:00","0.06231600","0.06650100","0.05996300","0.06303800","44208.70400000"
,"11 10 2017","01:00:00","0.06304700","0.06411700","0.06165100","0.06306500","30902.73400000"
,"12 10 2017","01:00:00","0.06306400","0.06350000","0.05574800","0.05576300","39216.60000000"
,"13 10 2017","01:00:00","0.05576300","0.06249600","0.05108400","0.06001700","58977.00600000"
,"14 10 2017","01:00:00","0.06001900","0.06210000","0.05743100","0.05867900","26992.22200000"
,"15 10 2017","01:00:00","0.05867900","0.06099900","0.05741300","0.05928100","28566.59600000"
,"16 10 2017","01:00:00","0.05910700","0.06216600","0.05772100","0.05829400","33150.29700000"
,"17 10 2017","01:00:00","0.05802600","0.06034800","0.05583800","0.05661200","24987.90000000"
,"18 10 2017","01:00:00","0.05661200","0.05734100","0.05539800","0.05616100","27764.70500000"
,"19 10 2017","01:00:00","0.05629900","0.05652700","0.05320000","0.05388600","26329.59400000"
,"20 10 2017","01:00:00","0.05388600","0.05449900","0.04954700","0.05051100","33404.44500000"
,"21 10 2017","01:00:00","0.05050300","0.05122500","0.04705000","0.04995400","29712.01700000"
,"22 10 2017","01:00:00","0.04995400","0.05160000","0.04890400","0.04897300","24111.20500000"
,"23 10 2017","01:00:00","0.04933600","0.04937500","0.04717700","0.04783900","33580.72400000"
,"24 10 2017","01:00:00","0.04785200","0.05600000","0.04718400","0.05370900","43723.84500000"
,"25 10 2017","01:00:00","0.05371200","0.05415400","0.05157200","0.05179400","26376.61800000"
,"26 10 2017","01:00:00","0.05179400","0.05239500","0.04950900","0.05008900","23839.18200000"
,"27 10 2017","01:00:00","0.05031100","0.05184900","0.04950000","0.05131900","24822.76000000"
,"28 10 2017","01:00:00","0.05132200","0.05185900","0.05045100","0.05115400","22713.12300000"
,"29 10 2017","01:00:00","0.05119900","0.05396500","0.04844800","0.04965000","32926.86700000"
,"30 10 2017","00:00:00","0.04936400","0.05120000","0.04936400","0.04989900","28009.72100000"
,"31 10 2017","00:00:00","0.04997700","0.05057600","0.04681000","0.04700100","31924.01500000"
,"01 11 2017","00:00:00","0.04700100","0.04769000","0.04229600","0.04276600","44203.96300000"
,"02 11 2017","00:00:00","0.04279700","0.04317700","0.03758900","0.04028700","60117.45700000"
,"03 11 2017","00:00:00","0.04048800","0.04395100","0.03940100","0.04266600","48031.89400000"
,"04 11 2017","00:00:00","0.04266100","0.04308400","0.03975500","0.04057500","34727.41800000"
,"05 11 2017","00:00:00","0.04053500","0.04098100","0.03881500","0.04014700","34433.00800000"
,"06 11 2017","00:00:00","0.04014000","0.04350000","0.03985600","0.04264100","44094.71500000"
,"07 11 2017","00:00:00","0.04264300","0.04292600","0.04050000","0.04104900","41768.58300000"
,"08 11 2017","00:00:00","0.04113300","0.04619400","0.03850000","0.04142100","74381.69500000"
,"09 11 2017","00:00:00","0.04160000","0.04624900","0.04129000","0.04487100","60221.85800000"
,"10 11 2017","00:00:00","0.04496600","0.04669200","0.04320700","0.04554900","63603.57900000"
,"11 11 2017","00:00:00","0.04517900","0.05148000","0.04408800","0.04964900","66270.63300000"
,"12 11 2017","00:00:00","0.04957900","0.05400000","0.04520000","0.05203800","198379.99100000"
,"13 11 2017","00:00:00","0.05209400","0.05466100","0.04637800","0.04841700","83870.87000000"
,"14 11 2017","00:00:00","0.04832900","0.05249900","0.04727000","0.05109500","84058.24600000"
,"15 11 2017","00:00:00","0.05099000","0.05106300","0.04500000","0.04553500","63916.46500000"
,"16 11 2017","00:00:00","0.04553500","0.04650000","0.04100100","0.04200600","85567.96700000"
,"17 11 2017","00:00:00","0.04200200","0.04373800","0.04091400","0.04290200","80997.40400000"
,"18 11 2017","00:00:00","0.04314900","0.04499900","0.04260000","0.04462500","79642.10300000"
,"19 11 2017","00:00:00","0.04467200","0.04883600","0.04281800","0.04396900","94360.63100000"
,"20 11 2017","00:00:00","0.04396900","0.04561000","0.04367300","0.04471500","101306.07800000"
,"21 11 2017","00:00:00","0.04470900","0.04639400","0.04400000","0.04467300","99497.47200000"
,"22 11 2017","00:00:00","0.04467300","0.04676700","0.04410000","0.04635200","120872.04700000"
,"23 11 2017","00:00:00","0.04631700","0.05235700","0.04575000","0.05075000","154931.30900000"
,"24 11 2017","00:00:00","0.05084100","0.05850100","0.04785100","0.05765000","143892.12400000"
,"25 11 2017","00:00:00","0.05765000","0.05940100","0.05275000","0.05275000","105104.05100000"
,"26 11 2017","00:00:00","0.05280200","0.05290500","0.04780000","0.05070400","106260.85900000"
,"27 11 2017","00:00:00","0.05069700","0.05120000","0.04840900","0.04889700","103023.74600000"
,"28 11 2017","00:00:00","0.04889600","0.04947800","0.04614400","0.04703600","106882.32900000"
,"29 11 2017","00:00:00","0.04699000","0.04788700","0.04293900","0.04341400","178814.92600000"
,"30 11 2017","00:00:00","0.04337500","0.04460000","0.04250000","0.04365100","128643.98300000"
,"01 12 2017","00:00:00","0.04368400","0.04432900","0.04227500","0.04239700","83006.12100000"
,"02 12 2017","00:00:00","0.04239700","0.04270000","0.04160000","0.04197800","89215.30600000"
,"03 12 2017","00:00:00","0.04193700","0.04237100","0.04041800","0.04114100","88525.84600000"
,"04 12 2017","00:00:00","0.04115500","0.04131200","0.04007100","0.04018100","98930.81800000"
,"05 12 2017","00:00:00","0.04018200","0.04036700","0.03830800","0.03875700","144245.02100000"
,"06 12 2017","00:00:00","0.03871700","0.03885900","0.02940600","0.03039600","197234.69300000"
,"07 12 2017","00:00:00","0.03039600","0.03205900","0.02425100","0.02456500","189629.16500000"
,"08 12 2017","00:00:00","0.02456200","0.03200000","0.02312100","0.02785500","182157.58800000"
,"09 12 2017","00:00:00","0.02786300","0.03490000","0.02725400","0.03131100","172054.66100000"
,"10 12 2017","00:00:00","0.03131700","0.03289600","0.02788700","0.02869200","147319.08300000"
,"11 12 2017","00:00:00","0.02869200","0.03120000","0.02674600","0.03070000","161365.03500000"
,"12 12 2017","00:00:00","0.03070100","0.04000000","0.02977300","0.03800000","343528.14500000"
,"13 12 2017","00:00:00","0.03800000","0.04424500","0.03605200","0.04281000","245846.14200000"
,"14 12 2017","00:00:00","0.04281100","0.04650000","0.03960000","0.04154900","313120.51700000"
,"15 12 2017","00:00:00","0.04155000","0.04166000","0.03350100","0.03857900","242164.91300000"
,"16 12 2017","00:00:00","0.03857900","0.04089800","0.03480000","0.03556100","231007.09200000"
,"17 12 2017","00:00:00","0.03556000","0.03860500","0.03553200","0.03744800","243293.26300000"
,"18 12 2017","00:00:00","0.03734300","0.04311200","0.03699500","0.04156900","317888.67200000"
,"19 12 2017","00:00:00","0.04153000","0.04700000","0.04095700","0.04621200","317638.75800000"
,"20 12 2017","00:00:00","0.04622900","0.04900000","0.04400000","0.04826800","313914.69000000"
,"21 12 2017","00:00:00","0.04826600","0.05170000","0.04760100","0.05063000","330898.37300000"
,"22 12 2017","00:00:00","0.05058000","0.05149100","0.04534000","0.04760600","369569.07700000"
,"23 12 2017","00:00:00","0.04760100","0.04901900","0.04749800","0.04814000","283169.61900000"
,"24 12 2017","00:00:00","0.04814000","0.04924600","0.04770000","0.04879500","252967.98400000"
,"25 12 2017","00:00:00","0.04876500","0.05499900","0.04870000","0.05215300","272863.30100000"
,"26 12 2017","00:00:00","0.05205900","0.05380000","0.04628200","0.04780500","271857.64200000"
,"27 12 2017","00:00:00","0.04780600","0.04900000","0.04630000","0.04780400","231755.63600000"
,"28 12 2017","00:00:00","0.04780400","0.05170000","0.04758400","0.04985300","257969.98600000"
,"29 12 2017","00:00:00","0.04988300","0.05200000","0.04950000","0.05102000","299450.24900000"
,"30 12 2017","00:00:00","0.05102100","0.05530100","0.05000000","0.05512700","382154.48600000"
,"31 12 2017","00:00:00","0.05506000","0.05544900","0.05230900","0.05358600","318642.66300000"
,"01 01 2018","00:00:00","0.05358600","0.05720000","0.05340100","0.05636700","312440.75700000"
,"02 01 2018","00:00:00","0.05636800","0.06626500","0.05104000","0.05826100","492006.75900000"
,"03 01 2018","00:00:00","0.05830000","0.06421000","0.05644900","0.06260000","469486.61700000"
,"04 01 2018","00:00:00","0.06260000","0.07000000","0.06012500","0.06223600","595991.61300000"
,"05 01 2018","00:00:00","0.06244900","0.06975800","0.05400000","0.05658400","710527.22100000"
,"06 01 2018","00:00:00","0.05657900","0.06300000","0.05554900","0.05881700","511471.69700000"
,"07 01 2018","00:00:00","0.05881700","0.06981100","0.05868900","0.06931300","471299.84900000"
,"08 01 2018","00:00:00","0.06932300","0.07948000","0.06900200","0.07601500","540080.19400000"
,"09 01 2018","00:00:00","0.07601500","0.09300000","0.07595600","0.08965000","466451.40900000"
,"10 01 2018","00:00:00","0.08965900","0.10100400","0.08282000","0.08388400","494668.02100000"
,"11 01 2018","00:00:00","0.08388100","0.09221600","0.08298700","0.08597000","374525.35500000"
,"12 01 2018","00:00:00","0.08597000","0.09201600","0.08500000","0.09132000","193626.31100000"
,"13 01 2018","00:00:00","0.09132000","0.10051000","0.08985000","0.09761700","343789.56400000"
,"14 01 2018","00:00:00","0.09769300","0.10000000","0.09555000","0.09986000","240883.29800000"
,"15 01 2018","00:00:00","0.09986000","0.10121900","0.08950000","0.09412000","257713.86500000"
,"16 01 2018","00:00:00","0.09410000","0.09575800","0.08100000","0.09185500","343244.93500000"
,"17 01 2018","00:00:00","0.09184200","0.09378000","0.08346100","0.09121900","373774.58100000"
,"18 01 2018","00:00:00","0.09121800","0.09300000","0.08793800","0.09061700","320324.08200000"
,"19 01 2018","00:00:00","0.09061700","0.09300000","0.09000000","0.09008400","230596.47200000"
,"20 01 2018","00:00:00","0.09000000","0.09125900","0.08790000","0.09017000","210464.87000000"
,"21 01 2018","00:00:00","0.09015800","0.09260000","0.08920000","0.09100100","174311.95900000"
,"22 01 2018","00:00:00","0.09100100","0.09299000","0.09052000","0.09218700","200912.51500000"
,"23 01 2018","00:00:00","0.09227600","0.09279500","0.08928000","0.09093800","196525.72800000"
,"24 01 2018","00:00:00","0.09093800","0.09423000","0.09033800","0.09340600","208910.96200000"
,"25 01 2018","00:00:00","0.09349900","0.09542100","0.09300000","0.09429200","126213.64700000"
,"26 01 2018","00:00:00","0.09426800","0.09693300","0.09266000","0.09482800","173629.03600000"
,"27 01 2018","00:00:00","0.09476300","0.09800000","0.09450000","0.09734200","133169.03900000"
,"28 01 2018","00:00:00","0.09743300","0.10563900","0.09710500","0.10524400","180711.07800000"
,"29 01 2018","00:00:00","0.10524400","0.10598000","0.10330000","0.10454000","129263.33000000"
,"30 01 2018","00:00:00","0.10463200","0.10800000","0.10310200","0.10608100","130548.12400000"
,"31 01 2018","00:00:00","0.10605800","0.11087900","0.10555200","0.10945100","99941.48600000"
,"01 02 2018","00:00:00","0.10945100","0.12379900","0.10934300","0.11318500","234038.20400000"
,"02 02 2018","00:00:00","0.11307500","0.11500000","0.09688000","0.10390000","250334.44200000"
,"03 02 2018","00:00:00","0.10397600","0.10750000","0.10300000","0.10551600","118577.42900000"
,"04 02 2018","00:00:00","0.10551600","0.10600000","0.09875300","0.10087000","122975.36500000"
,"05 02 2018","00:00:00","0.10086900","0.10367200","0.09563200","0.10080900","171027.10700000"
,"06 02 2018","00:00:00","0.10078700","0.10231300","0.09443100","0.10189600","222283.82400000"
,"07 02 2018","00:00:00","0.10177000","0.10257100","0.09904500","0.09935900","106109.23100000"
,"08 02 2018","00:00:00","0.09931100","0.10067900","0.09885000","0.10029800","3008.81000000"
,"09 02 2018","00:00:00","0.10013000","0.10155100","0.09912900","0.10103300","72149.94700000"
,"10 02 2018","00:00:00","0.10102900","0.10114600","0.09920300","0.09968200","147532.97500000"
,"11 02 2018","00:00:00","0.09971000","0.10100000","0.09930000","0.10036000","126261.13900000"
,"12 02 2018","00:00:00","0.10039300","0.10055000","0.09700000","0.09736700","117166.98700000"
,"13 02 2018","00:00:00","0.09736100","0.09880000","0.09691200","0.09854600","110413.96200000"
,"14 02 2018","00:00:00","0.09855800","0.09870100","0.09600000","0.09725300","136922.65900000"
,"15 02 2018","00:00:00","0.09722600","0.09738900","0.09110100","0.09239900","155011.09100000"
,"16 02 2018","00:00:00","0.09234700","0.09450000","0.09134000","0.09236000","126099.46600000"
,"17 02 2018","00:00:00","0.09239200","0.09302000","0.08766200","0.08781700","122365.31700000"
